transfer_id,sender_account,receiver_account,amount,timestamp,fan_out_degree,fan_in_degree,transit_velocity_sec,amount_layering_ratio,shared_device_cluster,account_dormancy_score,is_fraud,attack_id,variant_id,variant_name,hop_level
TRX-04AD49,ACC-28888,ACC-45222,150.96,2026-08-07T02:34:10.607279,0.02,0.0806,0.1031,0.0084,0,0.2432,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-094B51,DORMANT-ACC-62819,MULE-MSTR-723,12283.12,2026-08-13T11:16:44,0.2698,0.3432,0.6569,0.6784,1,0.7364,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-01C42D,ACC-56851,ACC-16530,241.77,2026-08-10T15:42:46.677364,0.0349,0.2177,0.2093,0.35,0,0.023,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B9531,ACC-62290,ACC-58285,54.32,2026-08-05T07:20:54.296942,0.1052,0.1647,0.01,0.2101,0,0.0156,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0F2828,ACC-30358,ACC-23947,215.25,2026-08-02T12:09:54.153332,0.35,0.213,0.0263,0.0978,0,0.2707,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08924F,ACC-71944,ACC-60990,23.08,2026-08-02T21:48:34.066380,0.2492,0.0549,0.3,0.0559,0,0.2104,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-070F01,ACC-13756,ACC-60081,5.17,2026-08-12T07:50:50.559288,0.1417,0.1783,0.0152,0.1606,0,0.1173,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-058A92,ACC-82237,ACC-37952,48.96,2026-08-18T21:56:44.608188,0.35,0.2038,0.0762,0.1764,0,0.0254,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05C525,ACC-84085,ACC-64306,61.9,2026-08-11T11:47:10.858323,0.2289,0.1627,0.1955,0.35,0,0.0556,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0BC8D3,ACC-22149,ACC-41131,53.78,2026-08-05T19:22:22.024471,0.1135,0.2067,0.3,0.1975,0,0.2539,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A46FF,ACC-65645,ACC-51606,42.1,2026-08-01T12:52:40.113005,0.35,0.1208,0.1538,0.1632,0,0.0766,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06B6BF,ACC-99081,ACC-75838,42.28,2026-08-12T22:29:44.561458,0.3304,0.35,0.1568,0.1443,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07F62E,ACC-94291,ACC-76624,57.15,2026-08-05T11:41:45.082609,0.2457,0.1224,0.0129,0.1427,0,0.1247,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EE1C3,VICTIM-6834,MULE-WRK-8754,1047.26,2026-08-07T19:28:24,0.8475,0.1507,0.6124,0.7304,0,0.2721,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-01F38F,ACC-87575,ACC-33289,58.49,2026-08-16T13:16:20.181946,0.0889,0.0374,0.1453,0.35,0,0.0684,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04A61A,ACC-88945,ACC-95553,68.12,2026-08-06T00:00:04.168425,0.1747,0.2734,0.2379,0.2598,0,0.1991,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07000E,ACC-11401,ACC-74157,14.99,2026-08-10T02:27:11.265959,0.348,0.1364,0.1768,0.2136,0,0.1155,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-058308,ACC-49081,ACC-22910,17.9,2026-08-18T22:56:17.204184,0.09,0.1859,0.1542,0.0782,0,0.2047,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0597F2,ACC-24122,ACC-63072,282.43,2026-08-05T22:58:52.884249,0.0766,0.3176,0.3,0.1831,0,0.1471,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D56C7,ACC-36170,ACC-45435,208.97,2026-08-04T05:01:21.772234,0.169,0.2794,0.1677,0.35,0,0.2458,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04A31F,ACC-67458,ACC-92848,169.2,2026-08-04T17:13:01.626385,0.2309,0.35,0.1807,0.35,0,0.198,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0956BC,ACC-51869,ACC-65771,183.47,2026-08-01T16:48:51.494739,0.2049,0.35,0.1447,0.0834,0,0.168,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-078021,ACC-88339,ACC-15722,151.88,2026-08-30T18:46:24.321873,0.0289,0.1853,0.2352,0.1984,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01EFD8,MULE-WRK-8373,MULE-MSTR-552,2682.73,2026-08-19T12:32:22,0.2425,0.693,0.7194,0.6168,1,0.2789,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-0BB619,DORMANT-ACC-90932,MULE-MSTR-372,6866.51,2026-08-11T06:01:41,0.3558,0.26,0.271,0.6522,0,0.6521,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-03FA87,ACC-57241,ACC-82101,120.83,2026-08-01T21:03:51.783060,0.3271,0.0735,0.0873,0.1013,0,0.01,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0BFC06,ACC-81126,ACC-86260,40.78,2026-08-20T03:28:55.733342,0.0576,0.1048,0.259,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B4405,VICTIM-8426,MULE-MSTR-723,4417.16,2026-08-04T13:31:14,0.3172,0.4379,0.8176,0.8318,1,0.4331,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0C2A92,VICTIM-2901,MULE-MSTR-322,16743.89,2026-08-12T14:42:59,0.4351,0.2436,0.591,0.8087,0,0.3739,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-08AABD,ACC-42556,ACC-16406,52.12,2026-08-02T05:53:33.637637,0.0671,0.1458,0.1992,0.0182,0,0.1902,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-098488,MULE-WRK-7968,MULE-MSTR-181,6157.31,2026-08-09T18:18:04,0.2425,0.9332,0.7344,0.946,0,0.2772,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-029276,ACC-58933,ACC-97897,26.2,2026-08-12T01:05:17.545370,0.3922,0.4567,0.2627,0.2501,0,0.2011,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E319D,ACC-36105,ACC-38295,57.28,2026-08-03T15:15:33.267784,0.4916,0.4655,0.542,0.3269,0,0.1463,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CD342,ACC-25896,ACC-98801,29.97,2026-08-05T01:38:16.554246,0.3135,0.3192,0.2553,0.2147,0,0.0737,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0502E8,ACC-41575,ACC-94227,5.0,2026-08-02T05:50:54.221070,0.2597,0.1492,0.0846,0.3165,0,0.1472,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-039658,ACC-97235,ACC-73936,88.19,2026-08-09T01:53:03.373072,0.1241,0.35,0.123,0.0308,0,0.0398,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C5752,ACC-95751,ACC-95457,52.73,2026-08-30T01:00:47.808761,0.2674,0.35,0.0567,0.1243,0,0.0203,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07D8DC,ACC-89623,ACC-41055,58.84,2026-08-29T11:14:28.138704,0.1395,0.3201,0.0928,0.1952,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-027D49,ACC-69494,ACC-13321,291.89,2026-08-12T20:49:49.255095,0.2455,0.35,0.0604,0.35,0,0.0739,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-077192,ACC-72068,ACC-16254,98.31,2026-08-28T00:05:49.090985,0.1456,0.0831,0.0712,0.2563,0,0.058,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E9530,ACC-78385,ACC-29508,5.14,2026-08-14T03:13:46.048880,0.0321,0.35,0.0337,0.0048,0,0.21,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CCB4D,DORMANT-ACC-90932,MULE-MSTR-168,11227.44,2026-08-09T08:28:27,0.427,0.3737,0.6203,0.7202,1,0.7562,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-071249,ACC-14648,ACC-54602,16.54,2026-08-13T15:12:37.472557,0.2242,0.1538,0.0585,0.2179,0,0.1764,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-050AE5,ACC-75087,ACC-21871,66.08,2026-08-03T13:05:39.723939,0.225,0.1478,0.1435,0.0388,0,0.1121,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E683F,ACC-74925,ACC-88860,51.07,2026-08-11T23:40:58.936792,0.0876,0.1583,0.0709,0.0636,0,0.0682,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04DF06,ACC-26748,ACC-66378,88.18,2026-08-11T12:47:44.737800,0.1442,0.1634,0.0435,0.0181,0,0.1719,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DB536,MULE-WRK-5525,MULE-MSTR-196,2741.95,2026-08-26T00:44:52,0.204,0.6561,0.6445,0.7155,0,0.2382,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-03DE00,ACC-11058,ACC-52849,70.46,2026-08-23T15:23:31.739804,0.1531,0.35,0.0669,0.0416,0,0.0494,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-060FC7,ACC-65099,ACC-82055,9.92,2026-08-09T17:11:24.862656,0.521,0.1,0.4491,0.555,0,0.1885,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D9B7A,VICTIM-6647,MULE-WRK-2432,993.3,2026-08-13T21:28:27,0.7258,0.2162,0.6473,0.8227,1,0.1826,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0BECBE,ACC-57591,ACC-10587,140.61,2026-08-26T09:24:40.064793,0.1842,0.0498,0.0353,0.3172,1,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DC5BC,ACC-86218,ACC-27368,44.22,2026-08-07T02:50:47.896924,0.35,0.2215,0.3,0.0538,0,0.1674,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0377F3,ACC-81121,ACC-49063,593.01,2026-08-14T07:04:28.238133,0.1477,0.1889,0.2766,0.0214,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-062C4C,ACC-40908,ACC-72823,5.0,2026-08-21T23:41:53.822966,0.0313,0.35,0.3,0.0893,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CE0AA,ACC-97896,ACC-35003,354.93,2026-08-27T02:05:52.338321,0.2313,0.1384,0.1021,0.0365,0,0.0295,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C7975,VICTIM-1468,MULE-MSTR-789,12460.94,2026-08-10T15:02:19,0.3927,0.2312,0.6245,0.7713,0,0.319,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0C08CA,ACC-59708,ACC-34538,26.61,2026-08-01T19:15:41.477130,0.0834,0.02,0.0631,0.0226,0,0.0786,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0945C5,DORMANT-ACC-42971,MULE-MSTR-108,10185.94,2026-08-03T19:11:20,0.2684,0.5375,0.4553,0.7353,0,0.863,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-091670,ACC-87735,ACC-55232,38.89,2026-08-09T16:02:29.921818,0.0262,0.1508,0.259,0.1084,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-037CDA,VICTIM-8476,MULE-MSTR-789,6764.17,2026-08-23T23:11:54,0.4516,0.1724,0.7123,0.8123,1,0.3726,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0BB14C,ACC-40027,ACC-58713,30.0,2026-08-01T10:01:44.914605,0.2504,0.2498,0.3,0.2086,0,0.1202,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04AD2F,ACC-65745,ACC-49110,148.59,2026-08-16T23:48:59.360483,0.1297,0.173,0.3,0.0977,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07728F,ACC-96156,ACC-40080,258.09,2026-08-18T13:47:16.881501,0.1462,0.35,0.2282,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01B49E,ACC-75641,ACC-11925,44.74,2026-08-13T17:45:13.907198,0.1927,0.1752,0.0365,0.1459,0,0.0338,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CCA50,ACC-20647,ACC-37446,154.91,2026-08-09T01:56:56.382946,0.1252,0.1055,0.0484,0.0799,0,0.2,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-077547,ACC-80792,ACC-70920,89.63,2026-08-16T18:18:05.882430,0.3059,0.1486,0.1577,0.1679,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AC26E,ACC-76262,ACC-89252,57.48,2026-08-17T18:04:55.904388,0.1476,0.35,0.1347,0.2612,0,0.2399,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03F357,DORMANT-ACC-28531,MULE-MSTR-676,14890.39,2026-08-14T02:58:03,0.415,0.382,0.4611,0.6978,0,0.8297,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-07032A,ACC-57591,ACC-31732,130.93,2026-08-11T14:32:06.135338,0.0647,0.2257,0.3,0.0973,0,0.2163,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04F5DB,ACC-87842,ACC-81324,20.65,2026-08-01T11:32:45.513548,0.1442,0.2791,0.01,0.35,0,0.0419,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CB54D,ACC-33411,ACC-38308,9.1,2026-08-08T09:23:01.156446,0.0983,0.2342,0.21,0.1428,0,0.1885,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B4400,ACC-83698,ACC-34858,13.13,2026-08-09T14:55:31.474544,0.208,0.1091,0.0662,0.1989,0,0.0384,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04A554,ACC-73878,ACC-91571,171.4,2026-08-16T11:20:20.166577,0.4577,0.1863,0.1455,0.3346,0,0.3518,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08A718,ACC-39689,ACC-20699,21.49,2026-08-09T13:21:06.269994,0.0427,0.2057,0.3,0.35,0,0.0355,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A34A8,ACC-65099,ACC-85415,138.94,2026-08-04T02:09:20.781847,0.1809,0.1695,0.051,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AEABA,ACC-63441,ACC-87475,5.0,2026-08-02T05:13:45.732755,0.0314,0.02,0.2659,0.2064,0,0.1496,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AC86C,ACC-78648,ACC-63871,61.52,2026-08-18T10:57:58.934954,0.5998,0.2391,0.1,0.1786,0,0.4349,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0748A1,ACC-38228,ACC-39055,79.43,2026-08-08T22:31:38.813503,0.0576,0.1619,0.086,0.0395,0,0.0331,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-072734,ACC-11239,ACC-85969,93.8,2026-08-10T17:39:42.463046,0.1716,0.35,0.3,0.0816,0,0.1057,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02F683,ACC-23859,ACC-37747,112.56,2026-08-01T09:04:29.535401,0.35,0.1273,0.1284,0.2624,0,0.0342,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E9F7C,ACC-46451,ACC-48513,14.31,2026-08-12T04:09:07.575137,0.132,0.35,0.1878,0.1763,0,0.0561,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0924D0,ACC-63117,ACC-56737,9.7,2026-08-21T18:14:57.345799,0.1122,0.1603,0.1494,0.2834,0,0.2588,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-065600,ACC-10661,ACC-49214,36.22,2026-08-25T23:16:33.833273,0.2092,0.1391,0.3,0.2958,0,0.1541,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E999A,ACC-40523,ACC-12591,5.0,2026-08-07T02:06:13.505750,0.0913,0.1359,0.165,0.3165,0,0.1474,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01B02C,ACC-18712,ACC-92503,46.06,2026-08-21T06:33:27.538166,0.0982,0.1102,0.2013,0.0052,0,0.1432,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AFCAA,ACC-96231,ACC-93976,7.0,2026-08-12T18:16:10.913355,0.143,0.1944,0.0667,0.0801,0,0.0118,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01CEAC,ACC-57945,ACC-54965,135.71,2026-08-22T03:19:45.612681,0.2645,0.0559,0.0837,0.0131,0,0.0674,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01C7F8,ACC-54864,ACC-31223,114.61,2026-08-22T18:54:10.494539,0.2369,0.1439,0.1665,0.1608,0,0.1019,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B731E,ACC-36092,ACC-33752,24.6,2026-08-03T12:42:27.887315,0.093,0.0449,0.3,0.1582,0,0.0689,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CA89F,ACC-57118,ACC-30103,75.16,2026-08-20T07:35:36.418947,0.2033,0.1521,0.1492,0.0792,0,0.0291,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-076469,ACC-28037,ACC-62326,15.54,2026-08-24T19:05:11.119350,0.1981,0.1912,0.1929,0.1975,0,0.1003,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0888C7,ACC-47311,ACC-81344,48.05,2026-08-10T03:23:56.565797,0.1268,0.2176,0.0926,0.2814,0,0.0388,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-074259,ACC-80553,ACC-39336,35.51,2026-08-01T17:23:30.711802,0.095,0.3326,0.0591,0.0607,0,0.01,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B932F,VICTIM-3836,MULE-MSTR-879,8235.28,2026-08-25T09:32:46,0.4077,0.236,0.6884,0.7603,1,0.3436,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0D4AB5,ACC-16970,ACC-89364,6.94,2026-08-22T15:19:23.186575,0.35,0.2663,0.3,0.0514,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06489A,ACC-62930,ACC-17999,127.86,2026-08-08T12:25:53.794318,0.1729,0.1335,0.1329,0.1548,0,0.1999,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02F1D8,VICTIM-7983,MULE-WRK-4955,1586.01,2026-08-18T20:55:39,0.803,0.1593,0.6627,0.6681,0,0.3018,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0B33CA,ACC-16721,ACC-22219,17.45,2026-08-10T05:43:10.662997,0.0681,0.3045,0.119,0.1462,0,0.0513,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06BD20,ACC-71844,ACC-68656,14.51,2026-08-22T14:02:13.394141,0.0957,0.2478,0.1585,0.0417,0,0.2072,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C0957,ACC-33960,ACC-16168,104.87,2026-08-15T04:38:42.941284,0.1654,0.3289,0.1769,0.35,1,0.2088,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0334C5,ACC-42307,ACC-62603,40.49,2026-08-22T08:00:41.637186,0.2731,0.0566,0.3,0.1186,0,0.1665,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E01D8,ACC-27602,ACC-35227,82.8,2026-08-05T18:14:29.004068,0.35,0.1137,0.1079,0.0368,0,0.0676,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01B708,ACC-80480,ACC-36143,7.82,2026-08-02T04:53:41.735026,0.0648,0.1301,0.1172,0.277,0,0.0735,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-054771,VICTIM-9330,MULE-WRK-2176,1770.54,2026-08-29T03:22:18,0.894,0.3046,0.6089,0.8792,0,0.2734,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-026646,ACC-16406,ACC-83851,206.18,2026-08-15T16:31:11.849831,0.128,0.35,0.1713,0.2614,0,0.121,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B4146,ACC-91734,ACC-33510,255.97,2026-08-05T09:03:28.567664,0.0361,0.2041,0.1907,0.2229,0,0.2627,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EC966,ACC-56305,ACC-66481,24.13,2026-08-04T18:14:46.229702,0.3065,0.1797,0.1444,0.075,0,0.0509,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CE33A,ACC-87714,ACC-15237,109.86,2026-08-06T09:51:41.972459,0.068,0.2759,0.1041,0.2637,0,0.1058,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C7525,ACC-48211,ACC-39309,102.07,2026-08-09T07:11:24.809068,0.35,0.2633,0.1175,0.1485,0,0.0387,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B403B,ACC-84553,ACC-85532,90.31,2026-08-02T02:41:28.263355,0.0711,0.1106,0.0918,0.1916,0,0.205,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B0944,ACC-47504,ACC-78760,22.77,2026-08-12T09:37:25.221830,0.35,0.1064,0.3,0.1249,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06301C,ACC-84478,ACC-33959,51.65,2026-08-04T23:43:25.035074,0.0986,0.2492,0.1641,0.1699,0,0.0515,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0722EE,ACC-28047,ACC-39711,48.39,2026-08-13T13:01:30.360849,0.35,0.3033,0.3,0.35,0,0.0624,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-035C3E,VICTIM-6221,MULE-WRK-6889,1047.38,2026-08-26T04:51:59,0.8201,0.325,0.6312,0.7061,0,0.1814,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-03C837,ACC-90910,ACC-88860,9.58,2026-08-08T23:56:54.137576,0.1618,0.3494,0.1107,0.1627,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-049F09,ACC-99613,ACC-61991,26.86,2026-08-24T14:38:30.624634,0.2037,0.0723,0.1634,0.2229,0,0.1492,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0F0184,ACC-89111,ACC-30581,49.35,2026-08-05T15:18:37.469182,0.2405,0.35,0.1144,0.0093,0,0.1201,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01A493,ACC-17788,ACC-10077,91.26,2026-08-18T13:29:50.242455,0.35,0.182,0.0615,0.0776,0,0.1709,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D0E29,ACC-93460,ACC-21938,78.99,2026-08-04T06:14:33.718923,0.0297,0.1597,0.0643,0.1303,0,0.1384,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03E329,ACC-21120,ACC-84055,59.65,2026-08-09T06:11:14.776049,0.103,0.35,0.3,0.0402,0,0.1479,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C20CD,ACC-99613,ACC-84083,73.2,2026-08-08T16:58:27.996112,0.0665,0.0999,0.2208,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0639C5,MULE-WRK-6469,MULE-MSTR-196,7349.66,2026-08-02T14:13:49,0.2642,0.7329,0.5663,0.7109,1,0.2852,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-0D5CA0,VICTIM-2306,MULE-MSTR-821,5462.76,2026-08-22T00:52:03,0.355,0.1059,0.6464,0.7276,1,0.2641,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-034806,ACC-29623,ACC-66573,37.94,2026-08-03T08:09:36.294924,0.0447,0.0699,0.1394,0.0075,0,0.1035,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04A349,VICTIM-6064,MULE-WRK-1286,1621.24,2026-08-23T04:25:08,0.8369,0.2016,0.8076,0.7901,0,0.2123,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-071746,ACC-74925,ACC-24291,68.35,2026-08-06T16:31:46.701912,0.0402,0.35,0.0593,0.2639,0,0.0326,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-062419,MULE-WRK-6568,MULE-MSTR-905,8786.09,2026-08-18T01:53:15,0.174,0.6168,0.7343,0.7496,0,0.1684,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-068580,ACC-42117,ACC-79184,22.52,2026-08-14T09:38:43.835808,0.1807,0.149,0.1585,0.1323,0,0.068,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0938DB,ACC-88069,ACC-52557,35.12,2026-08-18T15:56:47.967083,0.042,0.2383,0.0834,0.2606,0,0.2384,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0646A3,ACC-90257,ACC-36943,166.15,2026-08-28T06:48:23.643678,0.3165,0.35,0.3,0.2038,0,0.1553,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06EAD2,ACC-48413,ACC-33776,27.83,2026-08-20T00:07:23.938166,0.2673,0.0868,0.1489,0.35,0,0.0702,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E2210,ACC-29063,ACC-88477,66.01,2026-08-21T16:36:23.941019,0.35,0.3032,0.1482,0.1584,0,0.1705,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C7D36,ACC-44865,ACC-19569,175.43,2026-08-05T19:46:07.723380,0.0621,0.1425,0.1419,0.0631,0,0.1798,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-031098,ACC-98664,ACC-12591,32.91,2026-08-15T01:20:03.080921,0.35,0.35,0.0832,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0F1306,ACC-86429,ACC-71367,51.88,2026-08-05T06:26:37.338140,0.35,0.35,0.0126,0.0928,1,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0BC08F,ACC-10384,ACC-25254,52.04,2026-08-31T00:06:39.698040,0.2578,0.0578,0.3,0.1229,0,0.2628,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
