interaction_id,user_id,amount,timestamp,llm_semantic_intent_score,voice_biometric_jitter,synthetic_face_embedding_dist,adversarial_perturbation_index,device_risk,amount_deviation,is_fraud,attack_id,variant_id,variant_name
GENAI-0F3B46,USR-4398,46.2,2026-08-24T16:30:51,0.28,0.2073,0.1679,0.0679,0.1275,0.083,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0609DE,USR-2786,30.3,2026-08-16T10:01:57,0.0548,0.1866,0.187,0.0171,0.2547,0.0639,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05700C,USR-1276,26.9,2026-08-12T09:39:56,0.2118,0.0677,0.1059,0.25,0.35,0.2895,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08FA37,USR-9223,27.3,2026-08-07T16:44:29,0.0717,0.1677,0.1303,0.1095,0.07,0.0889,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-024488,USR-8367,38.53,2026-08-23T01:04:13,0.1646,0.28,0.0506,0.25,0.2873,0.0979,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08F79B,USR-2593,213.07,2026-08-07T18:16:57,0.28,0.1651,0.0416,0.01,0.35,0.1667,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E4087,USR-4647,64.94,2026-08-22T13:48:29,0.0745,0.28,0.1659,0.0877,0.1015,0.3113,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03BB50,USR-8416,186.37,2026-08-17T16:47:17,0.1122,0.1014,0.056,0.0436,0.1201,0.1733,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0863D6,USR-9055,98.69,2026-08-22T15:19:39,0.0337,0.1327,0.28,0.25,0.256,0.1096,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08BF51,USR-8716,24.35,2026-08-20T15:46:41,0.0814,0.069,0.1526,0.1766,0.35,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DB16B,USR-5879,3397.8,2026-08-23T10:52:35,0.8523,0.2593,0.296,0.7733,0.8176,0.5946,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-02274B,USR-9935,330.75,2026-08-02T18:06:57,0.1465,0.1882,0.1566,0.169,0.059,0.3123,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01F4B0,USR-4968,304.35,2026-08-21T17:07:28,0.1274,0.0694,0.068,0.2311,0.1912,0.1249,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0CD4DB,USR-7440,61.82,2026-08-14T15:31:59,0.2546,0.191,0.1271,0.0813,0.1914,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-065EC5,USR-8090,158.93,2026-08-11T01:09:32,0.28,0.28,0.2713,0.25,0.1617,0.0579,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C38EF,USR-8739,26.27,2026-08-25T13:55:06,0.2699,0.0628,0.1146,0.25,0.0644,0.0772,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01F9B1,USR-6095,80.09,2026-08-09T23:06:33,0.1128,0.1163,0.2691,0.0692,0.1519,0.2234,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0BE3B3,USR-8563,10.0,2026-08-13T21:43:25,0.189,0.2198,0.28,0.2467,0.0216,0.0456,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0459B5,USR-6281,27.36,2026-08-27T08:16:57,0.1512,0.1675,0.0894,0.25,0.0521,0.2322,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03DDB1,USR-9077,99.68,2026-08-01T13:24:15,0.2325,0.1549,0.037,0.0589,0.1978,0.0327,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C1412,USR-8024,24.35,2026-08-13T00:05:55,0.04,0.1206,0.1419,0.0507,0.1499,0.0818,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0787F8,USR-2879,101.8,2026-08-13T02:02:21,0.1203,0.081,0.0135,0.01,0.0577,0.227,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04192A,USR-9410,113.61,2026-08-14T00:02:16,0.28,0.0974,0.1923,0.0484,0.1877,0.0578,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D7271,USR-3343,27.44,2026-08-04T15:05:16,0.0155,0.1702,0.1226,0.01,0.35,0.0861,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06B2D9,USR-1614,39.99,2026-08-26T23:38:31,0.0713,0.0276,0.1303,0.0629,0.2959,0.1704,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-049A2E,USR-5349,1719.61,2026-08-27T02:35:01,0.0504,0.2088,0.0959,0.0377,0.26,0.0408,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B21B9,USR-7305,47.12,2026-08-14T04:05:43,0.0337,0.1581,0.0331,0.25,0.1105,0.1139,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07D6ED,USR-4373,31.96,2026-08-20T22:17:41,0.2757,0.2887,0.3996,0.3305,0.7,0.18,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06721C,USR-6713,37.94,2026-08-29T22:05:03,0.1609,0.1264,0.1303,0.25,0.3182,0.1613,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02017A,USR-6205,226.08,2026-08-19T22:09:38,0.0568,0.1937,0.2051,0.0563,0.0902,0.3302,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-072232,USR-1618,246.7,2026-08-24T10:00:32,0.0857,0.1184,0.1814,0.1253,0.2119,0.0221,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01B704,USR-2364,74.17,2026-08-06T17:46:59,0.2232,0.2162,0.1433,0.25,0.2451,0.2066,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02D8DE,USR-9949,42.25,2026-08-19T01:43:47,0.28,0.1762,0.1348,0.0809,0.1034,0.1136,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04FD92,USR-9126,32.39,2026-08-14T19:04:11,0.1506,0.1226,0.28,0.0921,0.2807,0.0985,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01EB0B,USR-7673,10848.15,2026-08-11T09:09:54,0.8093,0.1907,0.1688,0.5524,0.7548,0.6015,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-09EF2E,USR-4262,82.08,2026-08-04T19:24:39,0.253,0.2294,0.1498,0.25,0.1785,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C3E81,USR-2861,39.0,2026-08-17T16:52:24,0.0775,0.28,0.0809,0.0655,0.1231,0.2259,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02B01A,USR-1948,55.38,2026-08-24T02:03:48,0.1546,0.0924,0.1219,0.0256,0.2143,0.2491,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0EFEB7,USR-7314,85.57,2026-08-11T02:07:21,0.28,0.1592,0.0592,0.144,0.3043,0.1573,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-073468,USR-4171,117.49,2026-08-17T17:45:54,0.2406,0.3123,0.381,0.2972,0.2369,0.4267,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-048B55,USR-7223,62.67,2026-08-23T15:49:40,0.28,0.1945,0.27,0.0954,0.1625,0.3454,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0AE4BB,USR-4558,87.81,2026-08-02T04:18:14,0.1133,0.2305,0.0502,0.2165,0.35,0.2656,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01E744,USR-7493,2857.8,2026-08-28T23:11:48,0.2947,0.2399,0.2006,0.8168,0.3293,0.4639,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0DC124,USR-1249,31.78,2026-08-22T15:53:58,0.01,0.2096,0.28,0.0701,0.0278,0.0689,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03097A,USR-4163,18.19,2026-08-07T12:05:29,0.1769,0.0306,0.2716,0.0996,0.1356,0.0162,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0EE264,USR-9455,90.95,2026-08-19T21:46:59,0.2422,0.2482,0.1746,0.0213,0.2095,0.0596,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-088B69,USR-1438,26810.53,2026-08-14T21:40:20,0.8997,0.9447,0.3801,0.6488,0.8051,0.9492,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-04FAE6,USR-1094,36.47,2026-08-10T19:57:51,0.0138,0.1314,0.2103,0.2448,0.35,0.0216,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03EF18,USR-7959,60577.63,2026-08-02T18:16:33,0.7788,0.7922,0.3112,0.3011,0.7686,0.912,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-09AA2F,USR-8643,91.03,2026-08-22T15:43:05,0.28,0.2737,0.0189,0.25,0.3046,0.1105,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02A42A,USR-3333,39.89,2026-08-07T01:59:11,0.064,0.0936,0.28,0.25,0.1007,0.075,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06A403,USR-2567,25.12,2026-08-01T17:23:14,0.0558,0.28,0.2003,0.2015,0.149,0.1863,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09D828,USR-1978,20.12,2026-08-12T08:28:08,0.2316,0.65,0.5179,0.1643,0.6758,0.3869,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03D617,USR-1033,61.61,2026-08-09T06:27:33,0.2189,0.2724,0.1728,0.01,0.2906,0.0235,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-045D93,USR-4880,215.81,2026-08-24T18:00:34,0.1044,0.28,0.0286,0.1396,0.2032,0.1349,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-060858,USR-6157,7999.75,2026-08-26T16:40:19,0.8926,0.3299,0.224,0.4431,0.7327,0.8157,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-068BB7,USR-7240,12.86,2026-08-21T03:15:35,0.086,0.0316,0.0149,0.187,0.273,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-021B93,USR-6887,49.37,2026-08-12T13:55:32,0.141,0.0265,0.1512,0.0122,0.098,0.0691,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-081B79,USR-2085,87.3,2026-08-16T17:16:51,0.3686,0.4477,0.2604,0.2374,0.5562,0.3417,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01CC93,USR-2291,39.37,2026-08-03T06:17:30,0.171,0.2193,0.0674,0.25,0.2904,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06C5AE,USR-8773,10.0,2026-08-11T05:45:24,0.2268,0.04,0.0585,0.2224,0.2535,0.1133,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0EB611,USR-3110,128.09,2026-08-26T09:42:34,0.28,0.28,0.1844,0.078,0.35,0.1166,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05E1F5,USR-3084,50.59,2026-08-22T02:39:43,0.4223,0.4739,0.3808,0.4159,0.4566,0.3171,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0689E7,USR-9646,91.62,2026-08-12T23:48:00,0.2859,0.3616,0.4969,0.4097,0.4804,0.5445,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A6949,USR-6451,10.0,2026-08-02T06:43:34,0.3371,0.4681,0.4518,0.3794,0.6713,0.3873,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07C90E,USR-5431,10241.87,2026-08-26T19:43:19,0.1766,0.1685,0.9623,0.5257,0.6274,0.8044,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-022825,USR-9462,71.62,2026-08-10T10:02:40,0.0425,0.1196,0.192,0.0286,0.2991,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03AEB4,USR-8598,24.43,2026-08-27T19:30:38,0.053,0.0598,0.1017,0.0548,0.162,0.2443,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0527E8,USR-9912,2644.61,2026-08-07T01:27:02,0.3867,0.08,0.1774,0.7885,0.622,0.3538,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0269E1,USR-3395,79713.84,2026-08-04T12:01:54,0.7755,0.8356,0.3396,0.278,0.8546,0.8178,1,GENAI-001,GENAI-V2,Deepfake Video & Voice Authorization Bypass
GENAI-0E05FE,USR-2153,12.62,2026-08-20T00:13:18,0.1774,0.28,0.1074,0.01,0.0666,0.2319,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08754D,USR-8856,13.24,2026-08-14T23:41:01,0.2655,0.2759,0.3746,0.369,0.5639,0.4621,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-022951,USR-9984,32930.2,2026-08-13T20:42:28,0.313,0.2521,0.6862,0.5982,0.6653,0.7428,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-018B20,USR-3488,164.39,2026-08-03T10:02:24,0.126,0.0768,0.0533,0.1166,0.2064,0.1172,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A8649,USR-8512,34222.08,2026-08-10T16:33:19,0.334,0.2372,0.7643,0.4641,0.5897,0.6451,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-021C12,USR-9331,25.73,2026-08-23T05:07:57,0.0691,0.1496,0.1489,0.2224,0.2119,0.2636,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-022903,USR-6997,137.2,2026-08-03T14:31:20,0.1823,0.1661,0.28,0.1563,0.0855,0.1632,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-052047,USR-3507,153.78,2026-08-01T23:19:01,0.0976,0.2082,0.1973,0.25,0.0852,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09A74F,USR-7281,19.29,2026-08-20T18:08:11,0.0812,0.1098,0.0486,0.0208,0.2654,0.0925,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07417D,USR-4231,18.28,2026-08-26T03:03:33,0.3562,0.3788,0.2694,0.1981,0.2992,0.314,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-063EAD,USR-4115,924.94,2026-08-19T13:11:42,0.28,0.2098,0.0565,0.25,0.027,0.1081,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07AC26,USR-7299,30.48,2026-08-26T07:32:16,0.2275,0.0297,0.1108,0.1564,0.138,0.2279,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-04FBDF,USR-8150,100.54,2026-08-18T04:31:26,0.2457,0.1367,0.1064,0.0564,0.2039,0.0434,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02A2CC,USR-1003,141.95,2026-08-06T15:49:30,0.1194,0.28,0.0431,0.0109,0.1348,0.01,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0EC1A6,USR-5386,88.25,2026-08-14T06:22:41,0.0628,0.1889,0.0868,0.087,0.2187,0.1675,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0BD372,USR-4251,10.0,2026-08-18T04:30:49,0.097,0.28,0.1426,0.0714,0.1347,0.1184,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0932EE,USR-1599,2578.65,2026-08-20T05:49:33,0.369,0.2419,0.3378,0.9216,0.4759,0.3629,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0A3AA2,USR-2898,19.21,2026-08-09T11:14:54,0.0105,0.1404,0.1683,0.11,0.35,0.0333,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-065A4B,USR-8777,178.51,2026-08-22T14:30:48,0.0389,0.2631,0.28,0.0574,0.2388,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A37C7,USR-3707,25.62,2026-08-06T02:11:54,0.2888,0.6214,0.4819,0.3625,0.394,0.5824,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-038134,USR-3382,34.45,2026-08-24T18:35:24,0.1221,0.0384,0.2619,0.1429,0.0378,0.1302,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C8AF7,USR-2940,27.56,2026-08-02T03:40:42,0.28,0.28,0.1774,0.1529,0.239,0.0749,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07BC66,USR-3049,39.32,2026-08-19T08:21:16,0.1448,0.28,0.1368,0.2291,0.0616,0.1069,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0682C0,USR-2874,8396.79,2026-08-03T14:08:59,0.2571,0.2461,0.7864,0.4759,0.6804,0.7367,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-0DFB74,USR-4154,13.92,2026-08-16T01:02:55,0.2402,0.0802,0.0589,0.0491,0.35,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-031C4F,USR-9033,94.43,2026-08-28T21:26:33,0.0926,0.1108,0.28,0.1661,0.3476,0.0642,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08594C,USR-9214,97.92,2026-08-05T06:52:43,0.28,0.0837,0.1621,0.2357,0.1989,0.1036,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0891B1,USR-8060,229.53,2026-08-10T12:31:57,0.2367,0.28,0.28,0.1105,0.0913,0.2827,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07780A,USR-7876,167.0,2026-08-23T21:02:25,0.0687,0.28,0.1175,0.1391,0.1506,0.01,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-056362,USR-1091,57.94,2026-08-26T07:11:45,0.1596,0.2064,0.1483,0.0696,0.35,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-074BE8,USR-8675,1022.39,2026-08-17T15:48:51,0.0654,0.01,0.28,0.0116,0.35,0.1135,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03AEA1,USR-1731,7591.42,2026-08-23T11:57:26,0.7105,0.277,0.1942,0.3754,0.7696,0.6206,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-03369F,USR-2126,42.21,2026-08-13T00:34:14,0.0945,0.107,0.28,0.1712,0.214,0.3389,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-038BA2,USR-5761,115.93,2026-08-22T22:52:54,0.0258,0.0137,0.0585,0.1086,0.0416,0.1178,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-09EBC1,USR-5739,22.08,2026-08-27T23:04:30,0.1168,0.28,0.0165,0.1328,0.1987,0.2869,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0203B3,USR-5634,40.48,2026-08-10T12:31:11,0.2707,0.1694,0.0813,0.0107,0.327,0.1531,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07E3F2,USR-1337,45.17,2026-08-07T06:35:35,0.1996,0.1111,0.0181,0.1577,0.1544,0.0397,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01EA58,USR-4366,65.05,2026-08-18T01:49:09,0.3364,0.2871,0.4931,0.336,0.3612,0.4375,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D2DD1,USR-7155,15.81,2026-08-17T17:13:09,0.0495,0.28,0.28,0.0739,0.35,0.0591,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0753D1,USR-9565,132.18,2026-08-16T18:26:26,0.0723,0.2057,0.0814,0.088,0.26,0.172,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07CEF7,USR-5481,30.74,2026-08-07T06:16:30,0.1406,0.1235,0.0716,0.0437,0.294,0.0779,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-073E2D,USR-4559,91.31,2026-08-09T21:56:27,0.28,0.0359,0.2025,0.1364,0.0753,0.2193,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A92A1,USR-6587,84.07,2026-08-11T14:40:06,0.0665,0.023,0.28,0.25,0.1921,0.3439,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0DB71E,USR-7174,230.27,2026-08-25T13:40:52,0.0717,0.2119,0.0728,0.1221,0.0851,0.2972,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-078241,USR-6992,44.52,2026-08-02T22:45:40,0.1405,0.0657,0.28,0.01,0.137,0.1959,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-047355,USR-3617,4925.3,2026-08-07T12:39:35,0.633,0.3343,0.2891,0.605,0.817,0.7796,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-07362C,USR-3916,96.21,2026-08-11T20:29:43,0.103,0.2367,0.2209,0.1861,0.2456,0.1394,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0E7937,USR-5633,20.64,2026-08-24T21:29:58,0.1067,0.1768,0.1327,0.2188,0.103,0.0913,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0C979E,USR-3212,65.77,2026-08-10T02:51:07,0.0664,0.0197,0.09,0.2435,0.0923,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-025C9E,USR-5377,246.46,2026-08-17T10:51:01,0.1323,0.2213,0.0982,0.1473,0.0727,0.163,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-08C973,USR-6694,32.64,2026-08-05T17:15:33,0.0116,0.2073,0.1331,0.0795,0.0365,0.0384,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07272D,USR-1103,131.45,2026-08-24T09:37:09,0.2793,0.2876,0.3069,0.2836,0.564,0.4714,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-087909,USR-8990,67.99,2026-08-21T11:42:25,0.28,0.1444,0.2566,0.25,0.2491,0.2331,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0489A0,USR-1978,168.12,2026-08-18T12:10:17,0.1206,0.28,0.1737,0.1631,0.3064,0.01,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03FCED,USR-8710,307.23,2026-08-06T07:30:10,0.0769,0.1093,0.0578,0.2007,0.1018,0.161,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-044AF4,USR-4024,11580.09,2026-08-08T06:37:59,0.7598,0.2644,0.2959,0.6681,0.8524,0.6934,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-0E3509,USR-7777,510.49,2026-08-18T17:27:38,0.0239,0.0778,0.1454,0.0664,0.1507,0.1335,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-043C11,USR-9268,265.6,2026-08-18T23:55:05,0.159,0.157,0.1768,0.0451,0.0845,0.0654,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07E00F,USR-8080,19.4,2026-08-09T20:10:44,0.0284,0.2365,0.1422,0.062,0.1278,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0899BA,USR-7218,499.76,2026-08-24T03:41:09,0.148,0.1681,0.28,0.0965,0.1865,0.024,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0699E8,USR-2667,60.74,2026-08-15T23:22:23,0.28,0.0915,0.0335,0.1254,0.1879,0.0739,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0304B4,USR-1862,279.8,2026-08-17T08:41:34,0.0931,0.2752,0.0955,0.0223,0.1641,0.1919,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-050DCF,USR-6453,48.92,2026-08-26T11:53:18,0.2715,0.058,0.1137,0.1489,0.35,0.0413,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0636FB,USR-6679,3097.0,2026-08-27T23:06:41,0.4283,0.2481,0.1685,0.8538,0.4851,0.5632,1,GENAI-001,GENAI-V4,Adaptive Adversarial Feature Evasion
GENAI-0930FB,USR-3347,137.01,2026-08-27T23:12:15,0.28,0.155,0.1207,0.0396,0.288,0.1354,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A7373,USR-7938,10.72,2026-08-26T14:49:38,0.125,0.2542,0.2793,0.0855,0.2188,0.2215,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06474C,USR-6513,100.3,2026-08-25T05:18:24,0.1437,0.0591,0.1012,0.25,0.2645,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-07CA30,USR-6769,33.92,2026-08-20T00:20:47,0.2049,0.1574,0.0449,0.201,0.0865,0.1547,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-024299,USR-6337,13.03,2026-08-03T20:16:22,0.2639,0.1314,0.1936,0.25,0.2319,0.0606,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0B7AC7,USR-3346,28.19,2026-08-19T17:42:17,0.1994,0.28,0.117,0.25,0.1657,0.0553,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0ECD85,USR-7048,193.85,2026-08-03T17:11:56,0.0583,0.0603,0.0473,0.1766,0.35,0.1488,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0782E1,USR-8302,10.0,2026-08-11T17:01:53,0.28,0.0799,0.28,0.25,0.1339,0.0412,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-05800A,USR-7695,40.83,2026-08-30T06:53:58,0.1385,0.28,0.0327,0.1545,0.1377,0.0529,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-055D8B,USR-4849,151.69,2026-08-08T12:03:46,0.2495,0.28,0.1175,0.0876,0.3367,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D3806,USR-7858,3057.56,2026-08-18T00:54:39,0.9507,0.1806,0.2285,0.3939,0.778,0.5453,1,GENAI-001,GENAI-V1,Conversational Autonomous Fraud Agent
GENAI-046A4D,USR-1481,29.64,2026-08-12T19:48:25,0.0513,0.1976,0.1578,0.1367,0.1012,0.0592,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0D0F4A,USR-3148,24.7,2026-08-13T08:34:20,0.1188,0.28,0.2455,0.0171,0.0875,0.1801,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02D6B5,USR-9712,121.07,2026-08-26T02:25:21,0.28,0.2543,0.1123,0.0106,0.35,0.2023,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-03A9CF,USR-9985,27.46,2026-08-04T19:28:13,0.0662,0.021,0.0608,0.1124,0.2492,0.1262,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-01C1DC,USR-3942,10.0,2026-08-27T20:44:04,0.2102,0.28,0.2392,0.25,0.3019,0.0891,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-02C244,USR-5809,32.46,2026-08-12T09:17:02,0.1989,0.28,0.28,0.25,0.1572,0.2069,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0A4B5E,USR-2033,44.59,2026-08-25T07:18:03,0.2299,0.112,0.0612,0.25,0.2239,0.3104,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0F0A4F,USR-9111,13117.64,2026-08-05T08:00:04,0.373,0.0868,0.8368,0.5362,0.6265,0.7819,1,GENAI-001,GENAI-V3,Generative AI Synthetic Identity (KYC Diffusion Bypass)
GENAI-0577C2,USR-5904,62.38,2026-08-23T16:53:11,0.28,0.1739,0.28,0.01,0.35,0.0676,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-0AC3E4,USR-8051,525.54,2026-08-19T03:12:07,0.28,0.1415,0.0193,0.25,0.1144,0.35,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-087804,USR-2927,236.93,2026-08-03T18:31:45,0.28,0.026,0.01,0.1355,0.1036,0.2861,0,LEGIT,LEGIT,Normal Verified Interaction
GENAI-06AB69,USR-4499,85.65,2026-08-24T02:55:04,0.0457,0.0266,0.1455,0.0169,0.1954,0.138,0,LEGIT,LEGIT,Normal Verified Interaction
